source,target,importance
PUF60,PUF60,0.99998486
RP1-191J18.66,RP1-191J18.66,0.99995184
TCF23,TCF23,1.0
NDC80,NDC80,0.99994284
LRP8,LRP8,1.0
RN7SL832P,RN7SL832P,0.9999913
KIF18B,KIF18B,1.0
NACA,RPS5,0.3823165
EEF1A1,RPS5,0.40900758
RPS7,RPS5,0.42275643
RPL7,RPS5,0.42758006
RPS18,RPS5,0.43970796
RPL10,RPS5,0.43990934
RPS6,RPS5,0.44514188
RPS4X,RPS5,0.45375296
RPL5,RPS5,0.45917934
GNB2L1,RPS5,0.46158347
RPL3,RPS5,0.46476528
RPL10A,RPS5,0.48995495
RPS3,RPS5,0.49092558
RPL14,RPS5,0.49198273
RPL13A,RPS5,0.53126377
RPS5,RPS5,1.0
CSF3R,CSF3R,1.0
CTSS,CTSS,1.0
RP11-768F21.1,RP11-768F21.1,0.9999294
ZFAND2A,ZFAND2A,1.0
ACAP1,ACAP1,0.9999776
MAP4K5,MAP4K5,1.0
FGF13,FGF13,1.0
JADE1,JADE1,0.9999978
BARX1,RAB7B,0.31179515
RP3-333A15.1,RAB7B,0.38722828
SCUBE2,RAB7B,0.4489387
RP13-143G15.4,RAB7B,0.45955023
ABCB1,RAB7B,0.45965743
RP11-370I10.10,RAB7B,0.5330226
RAB7B,RAB7B,0.99989945
CSTB,CSTB,1.0
SDC4,SDC4,0.999975
CSF2RA,TNS1,0.3445138
HAS1,TNS1,0.3998094
SERPINB8,TNS1,0.46632317
SERPINE1,TNS1,0.576388
HIVEP2,TNS1,0.6627043
CRLF2,TNS1,0.7512863
CCL2,TNS1,0.78316253
CCL4L2,TNS1,0.791753
IL3RA,TNS1,0.7963027
SRPX,TNS1,1.0
PRR9,TNS1,1.0
TNS1,TNS1,1.0
LILRB2,LILRB2,1.0
B3GLCT,B3GLCT,1.0
PSTK,PSTK,0.9999699
SLC17A7,SLC17A7,0.9998982
FOSL1,FOSL1,1.0
STC2,STC2,0.9999695
TSPAN15,TSPAN15,1.0
RP11-977G19.12,RP11-977G19.12,1.0
KRR1,KRR1,1.0
DOC2A,DOC2A,0.99999446
CNR1,CNR1,1.0
SPRR2G,SPRR2G,1.0
CH507-338C24.1,CH507-338C24.1,1.0
SLC1A5,SLC1A5,0.9999635
PGF,PGF,0.99991393
NGDN,NGDN,0.99994516
HMBS,HMBS,0.99999976
CENPL,CENPL,1.0
RP11-48B3.3,RP11-48B3.3,0.99992985
CH507-9B2.9,CH507-9B2.9,1.0
C12orf65,C12orf65,0.9999615
SLC35E2,SLC35E2,0.9998947
TFRC,TFRC,0.9999859
AL133245.2,AL133245.2,0.99999976
SMG8,SMG8,1.0
LINC01094,LINC01094,0.99992955
ARPC3,PSMA4,0.3448427
PSMA7,PSMA4,0.3451411
ATP5O,PSMA4,0.3482455
NPM1,PSMA4,0.35697365
PSMB2,PSMA4,0.3577673
CLIC1,PSMA4,0.35908866
FAU,PSMA4,0.36913735
UBE2L3,PSMA4,0.3840516
CACYBP,PSMA4,0.38555032
PSMB1,PSMA4,0.4003074
RAN,PSMA4,0.40583208
HSP90AA1,PSMA4,0.4103069
LDHB,PSMA4,0.4104804
UBB,PSMA4,0.43957162
PRDX1,PSMA4,0.48327988
PSMA4,PSMA4,0.9999966
HIST1H4C,HSPA8,0.3106146
HSPA8,HSPA8,1.0
ZNF225,ZNF225,0.9999036
CABP1,CABP1,1.0
E2F5,E2F5,0.9999618
CLEC11A,CLEC11A,1.0
SLC30A3,SLC30A3,0.99995065
CLPTM1L,CLPTM1L,1.0
HIST1H2AM,HIST1H2AM,0.9999821
NXF3,NXF3,0.99993396
PRDX1,PSMA3,0.3490751
PSMA3,PSMA3,0.9999705
FNDC5,FNDC5,1.0
ASIC3,ASIC3,1.0
ADGRE2,ADGRE2,0.9999391
HMGCS1,HMGCS1,1.0
AMER1,AMER1,0.9999903
HMMR,PLK1,0.31238738
ASPM,PLK1,0.3280893
HMGB2,PLK1,0.3283603
CENPA,PLK1,0.32989976
TPX2,PLK1,0.34485856
CCNB1,PLK1,0.34688333
CDCA8,PLK1,0.35118553
CENPE,PLK1,0.35716626
CKS2,PLK1,0.35845757
CENPF,PLK1,0.36704624
PIF1,PLK1,0.37041622
AURKA,PLK1,0.38732523
TOP2A,PLK1,0.38826787
CDC20,PLK1,0.3884164
UBE2S,PLK1,0.41050044
PLK1,PLK1,0.9999686
AIMP1,AIMP1,0.9999793
KDM6B,KDM6B,0.999952
KIAA1551,KIAA1551,0.99993366
AC142472.6,AC142472.6,1.0
MCEMP1,MCEMP1,0.9999574
SULT2A1,RP11-462G2.1,0.31027675
RGMA,RP11-462G2.1,0.41059065
MDFI,RP11-462G2.1,0.41209576
KRT15,RP11-462G2.1,0.42729622
GUCY2D,RP11-462G2.1,0.4440985
NGFR,RP11-462G2.1,0.4639089
PCDHA3,RP11-462G2.1,0.6199624
RP11-462G2.1,RP11-462G2.1,0.99996406
MRPS22,MRPS22,1.0
SON,SON,1.0
C21orf59,C21orf59,1.0
UCHL3,UCHL3,1.0
RP11-130F10.1,RP11-130F10.1,1.0
KATNAL2,KATNAL2,0.9999102
THOC6,THOC6,0.99998856
TTYH1,TTYH1,1.0
PRR7,PRR7,1.0
ZNF431,ZNF431,1.0
CALR,CALR,0.99999785
RP11-378J18.8,RP11-378J18.8,1.0
EIF1B,EIF1B,0.99998355
RPS4X,RPS24,0.31826788
RPL6,RPS24,0.32233334
RPL39,RPS24,0.3225774
RPL3,RPS24,0.3251041
RPL13A,RPS24,0.33715916
RPS3,RPS24,0.3435153
RPL5,RPS24,0.34923303
RPL10A,RPS24,0.34944752
RPL34,RPS24,0.34991875
RPS6,RPS24,0.36116308
RPS18,RPS24,0.36544836
RPL7,RPS24,0.45575234
RPS24,RPS24,1.0
CLDN6,CLDN6,0.99995023
RP11-46H11.3,CNR2,0.3674021
BAAT,CNR2,0.42323086
SAMD4A,CNR2,0.5562744
CNR2,CNR2,0.9998698
NR4A1,NR4A1,1.0
IL18RAP,IL18RAP,0.99987
RANBP1,PTGES3,0.34163433
PTGES3,PTGES3,0.99999887
PDHB,PDHB,1.0
NEURL4,NEURL4,0.99991834
KDF1,KDF1,0.99995124
C7orf65,C7orf65,1.0
S100A9,S100A9,1.0
RPS8,RPL6,0.35540453
RPL34,RPL6,0.3702705
GNB2L1,RPL6,0.37791103
RPL14,RPL6,0.38524324
RPL4,RPL6,0.3942105
RPS4X,RPL6,0.40302873
RPS18,RPL6,0.43748954
RPL10A,RPL6,0.44028318
RPS3,RPL6,0.44059
EEF1A1,RPL6,0.44680077
RPL7,RPL6,0.4765864
RPL5,RPL6,0.47841364
RPL3,RPL6,0.4787256
RPL13A,RPL6,0.4818453
RPS6,RPL6,0.49885416
RPL6,RPL6,0.9999988
LINC00958,LINC00958,0.9999727
CECR5,CECR5,0.9999757
GCSH,GCSH,1.0
KLF10,KLF10,0.99996305
FAM161A,FAM161A,0.99995065
COLEC11,COLEC11,1.0
CCNT2-AS1,CCNT2-AS1,1.0
HNRNPH1,C1orf56,0.3114114
C1orf56,C1orf56,0.9999603
MYBPHL,MYBPHL,1.0
DCUN1D3,DCUN1D3,0.99997294
CD109,CD109,1.0
LINC00346,PAK6,0.37894917
PAK6,PAK6,1.0
CD68,CD68,1.0
NDUFB6,NDUFB6,0.99999833
BRIX1,BRIX1,1.0
NPIPB6,NPIPB6,1.0
ZNF436,ZNF436,0.9999423
CIART,CIART,0.9999363
VDAC1,VDAC1,1.0
STAU2-AS1,STAU2-AS1,1.0
CH17-125A10.2,CH17-125A10.2,1.0
ECHS1,ECHS1,0.99997187
ADRBK2,ADRBK2,0.99989337
C1QTNF1-AS1,C9orf135,0.31709048
C9orf135,C9orf135,0.9998517
CLEC2L,CLEC2L,1.0
RUVBL1,RUVBL1,1.0
PNPLA8,PNPLA8,0.9999943
YIF1A,YIF1A,1.0
CCNE1,CCNE1,1.0
LINC01424,LINC01424,1.0
COA6,COA6,1.0
DGCR6,DGCR6,1.0
FGFR1,FGFR1,0.9999798
ATF7IP2,ATF7IP2,0.9999759
MUC5B,MUC5B,0.99994147
RP11-620J15.3,RP11-620J15.3,1.0
RP11-359E3.4,RP11-359E3.4,0.99991786
LCN2,LCN2,0.99995375
CTA-363E6.6,GFAP,0.3644093
GFAP,GFAP,0.99997455
PPARGC1B,PPARGC1B,1.0
ALDH5A1,ALDH5A1,1.0
IL6ST,IL6ST,0.99996376
BMP2K,BMP2K,1.0
TP53TG1,TP53TG1,0.9998971
HIST1H2AB,HIST1H2AB,0.9999513
MRPS35,MRPS35,1.0
STAM-AS1,STAM-AS1,1.0
SH3D19,SH3D19,1.0
FCGBP,FCGBP,0.9999095
RP11-212I21.4,RP11-212I21.4,0.9998504
GMNN,GMNN,1.0
RP11-458J1.1,RP11-458J1.1,1.0
RP5-1065J22.8,RP5-1065J22.8,0.9999665
LONRF2,LONRF2,1.0
HP09025,HP09025,0.9999432
CLNK,CLNK,0.99993
NMNAT3,NMNAT3,1.0
CYP2S1,CYP2S1,0.99992245
PDP1,PDP1,1.0
TMEM37,TMEM37,0.9999857
RP11-159D12.5,RP11-159D12.5,0.9999728
SGPP2,SGPP2,0.9999634
ZMAT3,ZMAT3,0.99998164
NENF,NENF,1.0
LZTR1,LZTR1,1.0
HOXB6,HOXB6,1.0
HIST1H1B,HIST1H1B,0.9999037
GEM,GEM,0.9999402
FXYD5,FXYD5,1.0
KCNMB3,KCNMB3,0.99999374
GATA2,GATA2,0.99997
RP13-317D12.3,REN,0.3721188
REN,REN,1.0
RHBDF2,RHBDF2,1.0
GTSF1,GTSF1,1.0
POLR2J2,POLR2J2,0.99987924
TES,TES,0.9998862
RP11-235E17.2,RP11-235E17.2,0.99997056
CCT2,CCT2,1.0
CSPG5,CSPG5,1.0
KCNG3,KCNG3,1.0
USP35,USP35,0.9999175
IDH2,IDH2,0.9999987
RP11-366H4.1,KISS1,0.33070907
PDGFA,KISS1,0.33081198
RP13-143G15.4,KISS1,0.33174005
ITK,KISS1,0.37778017
PAEP,KISS1,0.4000351
APP,KISS1,0.40052924
STC1,KISS1,0.4807426
CCNA1,KISS1,0.4848312
TFPI2,KISS1,0.4848313
CTB-178M22.2,KISS1,0.48484728
RP11-1152H15.1,KISS1,0.57114804
KISS1,KISS1,0.9998707
DDX18,DDX18,0.9999909
GPR12,GPR12,0.9999786
SRPRB,SRPRB,0.9999786
RPS6KA5,RPS6KA5,0.9999219
RP11-844P9.2,RP11-844P9.2,1.0
FLNA,FLNA,0.9999547
MAPK8IP2,MAPK8IP2,1.0
AC007773.2,AC007773.2,0.9998974
OSBPL7,OSBPL7,0.99992853
POU2F2,POU2F2,0.99999046
RP11-227D13.4,RP11-227D13.4,1.0
RP11-500C11.3,RP11-500C11.3,1.0
PFDN6,PFDN6,1.0
LINC01087,LINC01087,1.0
LA16c-380H5.5,LA16c-380H5.5,1.0
SMAD7,SMAD7,1.0
GPATCH4,GPATCH4,0.9999842
TBX19,TBX19,1.0
AIF1L,AIF1L,1.0
MAP3K11,MAP3K11,0.9999662
R3HDM2,R3HDM2,0.99997795
HMOX2,HMOX2,1.0
PXYLP1,PXYLP1,1.0
CTD-3025N20.3,CTD-3025N20.3,0.999844
PYCR2,PYCR2,0.99995154
BCL3,BCL3,1.0
EXO1,EXO1,0.9999943
LINC00202-1,LINC00202-1,1.0
RP11-490O6.2,RP11-490O6.2,0.999971
MDFI,RGMA,0.31881118
KRT15,RGMA,0.33065286
GUCY2D,RGMA,0.3436834
NGFR,RGMA,0.3590133
RP11-462G2.1,RGMA,0.41059065
PCDHA3,RGMA,0.47997072
RGMA,RGMA,1.0
MYBL2,MYBL2,1.0
CLUH,CLUH,1.0
CHIC1,CHIC1,1.0
PPIC,PPIC,0.99996686
RP11-802D6.1,RP11-802D6.1,0.99989957
DUSP1,DUSP1,0.99992347
DENND3,DENND3,1.0
RP11-218F10.3,RP11-218F10.3,0.9999083
USP50,USP50,1.0
KIF5C,GUCY2D,0.32679272
RGMA,GUCY2D,0.3436834
MDFI,GUCY2D,0.34491217
KRT15,GUCY2D,0.3576887
NGFR,GUCY2D,0.38835332
RP11-462G2.1,GUCY2D,0.4440985
PCDHA3,GUCY2D,0.5190932
GUCY2D,GUCY2D,1.0
PPP2R2C,PPP2R2C,1.0
DYNC2H1,DYNC2H1,1.0
APOL4,APOL4,1.0
MRVI1-AS1,MRVI1-AS1,0.9998755
RBM28,RBM28,0.999998
GSTA2,GSTA2,0.9998749
RP11-1C1.6,RP11-1C1.6,1.0
MRPS24,MRPS24,1.0
RGMA,KRT15,0.33065286
MDFI,KRT15,0.33183348
GUCY2D,KRT15,0.3576887
NGFR,KRT15,0.37364364
RP11-462G2.1,KRT15,0.42729622
PCDHA3,KRT15,0.49947247
KRT15,KRT15,1.0
RP1-28H20.3,RP1-28H20.3,0.99995965
CDCA8,TUBB,0.31743205
NUSAP1,TUBB,0.31832182
HNRNPDL,TUBB,0.3200397
TUBA1C,TUBB,0.32929564
KPNA2,TUBB,0.33057198
CKS1B,TUBB,0.331682
CCNA2,TUBB,0.34193042
PIF1,TUBB,0.37071157
TUBB4B,TUBB,0.37474054
CDK1,TUBB,0.38070413
TOP2A,TUBB,0.4067325
TUBB,TUBB,0.99999875
RP11-66N24.3,RP11-66N24.3,1.0
TIMP4,SOD3,0.415212
SOD3,SOD3,0.9999427
RANBP1,TXN,0.32430208
NME1,TXN,0.3322281
TXN,TXN,1.0
MYO3B,MYO3B,0.9999854
MT-CO1,MT-ND3,0.33970386
MT-ATP6,MT-ND3,0.37244537
MT-CO2,MT-ND3,0.4144974
MT-ND4,MT-ND3,0.4198566
MT-ND1,MT-ND3,0.4252126
MT-CYB,MT-ND3,0.4491114
MT-ND2,MT-ND3,0.4834873
MT-CO3,MT-ND3,0.5283103
MT-ND3,MT-ND3,0.99999976
SMKR1,SMKR1,1.0
RGS6,A2M,0.3901556
PDE2A,A2M,0.4264334
A2M,A2M,1.0
ABTB1,ABTB1,0.99988824
H2AFZ,HSPE1,0.34712932
MALAT1,HSPE1,0.3633299
SNRPF,HSPE1,0.36596683
SNRPD1,HSPE1,0.36974597
HMGB1,HSPE1,0.3709195
ATP5J2,HSPE1,0.37589365
NDUFS5,HSPE1,0.38652593
CYCS,HSPE1,0.38921264
RPS26,HSPE1,0.39412448
SLIRP,HSPE1,0.42405552
SNRPG,HSPE1,0.43165773
ATP5G3,HSPE1,0.4350069
NME1,HSPE1,0.44384098
PTMA,HSPE1,0.49301758
RANBP1,HSPE1,0.5136485
HSPE1,HSPE1,1.0
ERMP1,ERMP1,0.99991643
ZBTB10,ZBTB10,1.0
RP11-53O19.1,RP11-53O19.1,0.9999241
NPAS1,NPAS1,0.9998707
SRGAP3,SRGAP3,0.99986297
SDF2L1,SDF2L1,0.9999998
C4orf36,C4orf36,0.9999821
HIST2H2BF,HIST2H2BF,0.9999492
RP11-168O16.1,RP11-168O16.1,1.0
SF3A3,SF3A3,0.99998116
LINC01521,LINC01521,0.9999222
RP11-428J1.5,RP11-428J1.5,1.0
CHST6,CHST6,1.0
GFI1,GFI1,0.9999971
TMEM54,TMEM54,0.9999583
RP11-704M14.1,RP11-704M14.1,1.0
PLA2G15,PLA2G15,0.9999577
MRPL35,MRPL35,0.9999753
AC018890.6,AC018890.6,0.99994236
THOC3,THOC3,0.99997157
HAGHL,HAGHL,0.999947
RIC1,RIC1,1.0
CCDC43,CCDC43,1.0
TXNL1,TXNL1,1.0
H2AFV,H2AFV,1.0
TTLL12,TTLL12,1.0
ENTPD2,RP5-1096D14.6,0.4083949
RP5-1096D14.6,RP5-1096D14.6,1.0
BID,BID,1.0
ZNF667,ZNF667,1.0
CABP4,CABP4,1.0
RPS7,RPL5,0.46511555
RPL4,RPL5,0.465573
RPL10,RPL5,0.46793795
RPL6,RPL5,0.47841364
RPL14,RPL5,0.51657474
RPS18,RPL5,0.52230316
RPS4X,RPL5,0.5324696
EEF1A1,RPL5,0.55165696
GNB2L1,RPL5,0.55649525
RPL10A,RPL5,0.56573325
RPL7,RPL5,0.566319
RPL3,RPL5,0.57141244
RPS6,RPL5,0.57929397
RPL13A,RPL5,0.58447206
RPS3,RPL5,0.5875446
RPL5,RPL5,1.0
ASRGL1,ASRGL1,1.0
RP11-981G7.6,RP11-981G7.6,1.0
RP11-260M2.1,RP11-260M2.1,0.99995124
RP11-178L8.7,RP11-178L8.7,0.9999835
PMP22,PMP22,0.99997324
TSPYL1,TSPYL1,0.9999595
PES1,PES1,0.9999639
STRADA,STRADA,1.0
RP11-388M20.1,RP11-388M20.1,0.9999049
COTL1,COTL1,1.0
C20orf203,C20orf203,1.0
NOTCH3,NOTCH3,1.0
CBWD5,CBWD5,1.0
RP11-61O11.1,RP11-61O11.1,0.9999677
RP11-801F7.1,RP11-801F7.1,0.99997306
C8orf59,C8orf59,1.0
CHAC1,CHAC1,1.0
NOP14-AS1,NOP14-AS1,1.0
ARHGAP19,ARHGAP19,1.0
RP11-265N6.1,RP11-265N6.1,0.99990577
TMEM79,TMEM79,0.9999249
CEBPG,CEBPG,0.9999389
RP11-253E3.3,RP11-253E3.3,0.99995226
LINC00562,LINC00562,1.0
HBZ,HBG2,0.4676491
HBG1,HBG2,0.48929077
HBG2,HBG2,1.0
HESX1,HESX1,0.99995077
RP11-1103G16.1,RP11-1103G16.1,0.9999374
IGSF10,IGSF10,0.99992704
TRAPPC5,TRAPPC5,1.0
CYB5R2,CYB5R2,0.999926
RP1-102K2.8,RP1-102K2.8,1.0
PLD4,PLD4,1.0
MAST4,MAST4,1.0
RUNX1,RUNX1,1.0
RP11-468E2.5,RP11-468E2.5,0.9999593
RP11-961A15.3,RP11-961A15.3,0.99995
RP11-254F7.4,RP11-254F7.4,1.0
TMEM161B,TMEM161B,1.0
SKIL,SKIL,1.0
TERF1,TERF1,1.0
PCLO,PCLO,1.0
RP11-88I18.2,RP11-88I18.2,1.0
LRP11,LRP11,1.0
LINC00324,LINC00324,0.9999446
RP11-522I20.3,RP11-522I20.3,0.9999953
TPD52,RP4-737E23.2,0.7314207
RP4-737E23.2,RP4-737E23.2,0.9999724
CTSV,CTSV,0.999863
PPP1R16B,PPP1R16B,1.0
ANXA9,ANXA9,0.99982727
MCM10,MCM10,1.0
NBPF3,NBPF3,0.9999249
HLX,HLX,1.0
C2orf48,C2orf48,0.9998475
DPP10-AS1,DPP10-AS1,1.0
ABCG1,ABCG1,1.0
RP11-850A17.1,RP11-850A17.1,0.99992585
QSOX1,QSOX1,1.0
NEXN,NEXN,0.99994504
MCM4,MCM4,1.0
RP11-19P22.8,RP11-19P22.8,1.0
TOP2A,HN1,0.3464486
PIF1,HN1,0.37827352
HN1,HN1,0.9999858
CST3,CST3,1.0
SPINK5,SPINK5,1.0
KIF18A,KIF18A,1.0
PHACTR1,PHACTR1,0.999928
LINC00471,LINC00471,1.0
ZNF778,ZNF778,0.99997294
TPM4,TPM4,0.9999424
LOXL3,LOXL3,1.0
UBXN10,UBXN10,1.0
LL22NC03-2H8.5,LL22NC03-2H8.5,1.0
PIH1D3,PIH1D3,1.0
CALM2,CKS1B,0.31199747
CENPF,CKS1B,0.31204796
TUBB,CKS1B,0.331682
TOP2A,CKS1B,0.33380437
HMGB1,CKS1B,0.34325212
CKS2,CKS1B,0.35554874
UBE2S,CKS1B,0.38315204
RANBP1,CKS1B,0.38585484
HMGB2,CKS1B,0.39068055
CKS1B,CKS1B,1.0
RP11-665G4.1,RP11-665G4.1,0.9999874
EFNA1,EFNA1,1.0
DDX31,DDX31,0.99998736
TAGLN2,TAGLN2,0.9999923
MRPS31,MRPS31,0.99997795
ENOPH1,ENOPH1,1.0
CALD1,CALD1,0.99986815
HSH2D,HSH2D,1.0
PEA15,PEA15,0.9999201
ARHGAP25,ARHGAP25,0.9999935
RPUSD1,RPUSD1,0.99993026
SNAI1,SNAI1,1.0
CRY2,CRY2,0.9999741
MTERF1,MTERF1,1.0
FGF2,FGF2,1.0
CASQ1,CASQ1,1.0
RP11-29B2.6,RP11-29B2.6,0.99995536
RP11-533E19.7,RP11-533E19.7,1.0
CRYM,CRYM,0.99990773
CD63,UBB,0.37150383
ARPC3,UBB,0.37331092
PSMD8,UBB,0.37468675
LDHB,UBB,0.3769023
FAU,UBB,0.385291
RAN,UBB,0.3862141
PSMB2,UBB,0.38860396
PSMB3,UBB,0.39661217
GSTP1,UBB,0.4042305
CLIC1,UBB,0.4047467
UBE2L3,UBB,0.4144507
HSP90AA1,UBB,0.4318758
PSMA4,UBB,0.43957162
PSMB1,UBB,0.44770604
PRDX1,UBB,0.52753
UBB,UBB,0.99999976
ZNF697,ZNF697,1.0
HERC6,CTD-2619J13.17,0.3155387
CTD-2619J13.17,CTD-2619J13.17,1.0
NOTUM,NOTUM,1.0
LYST,LYST,1.0
CFAP74,CFAP74,1.0
PSMG4,PSMG4,1.0
HOXC13,HOXC13,1.0
LINC00603,LINC00603,1.0
FAM86C1,FAM86C1,0.9999183
PICK1,PICK1,0.999911
SLC6A2,FAM159A,0.33583024
MME,FAM159A,0.4328472
FAM159A,FAM159A,0.99979126
MIR193BHG,MIR193BHG,1.0
RP11-603J24.17,RP11-603J24.17,0.9999026
CYBA,CYBA,0.99999
MT-ND5,MT-CYB,0.34395432
MT-ND3,MT-CYB,0.4491114
MT-ND1,MT-CYB,0.4997896
MT-ND2,MT-CYB,0.5693487
MT-CO1,MT-CYB,0.57086444
MT-ATP6,MT-CYB,0.5745829
MT-CO2,MT-CYB,0.5777105
MT-ND4,MT-CYB,0.63187045
MT-CO3,MT-CYB,0.63606006
MT-CYB,MT-CYB,1.0
MRPL21,MRPL21,1.0
PCDH9,PCDH9,0.9999881
HOXC11,HOXC11,0.9999736
SFXN3,SFXN3,1.0
RP11-407H12.8,RP11-407H12.8,0.9999243
ZFAND4,ZFAND4,1.0
GP6,GP6,1.0
STXBP6,STXBP6,1.0
S100A5,S100A5,0.9998549
KIF14,KIF14,1.0
YPEL4,YPEL4,1.0
TANC1,TANC1,0.99989676
TBCB,TBCB,1.0
VDAC3,VDAC3,1.0
ARRDC3,ARRDC3,0.99988467
HSPA1B,HSPA1B,1.0
EIF2B5-AS1,EIF2B5-AS1,1.0
ADK,ADK,0.9999776
NLE1,NLE1,0.9999995
BCL2L1,BCL2L1,1.0
STARD8,STARD8,0.99990696
RP11-717F1.1,RP11-717F1.1,1.0
HOMER2,HOMER2,1.0
TSC22D1,TSC22D1,0.999932
SYTL1,SYTL1,1.0
PTH2,PTH2,1.0
DLK2,DLK2,0.99987465
ESF1,ESF1,1.0
ZBTB43,ZBTB43,1.0
CHST2,CHST2,0.9999827
SCG3,SCG3,1.0
FBXL22,FBXL22,1.0
PEG10,PEG10,0.999944
IFITM2,IFITM2,1.0
KIF5A,KIF5A,1.0
TMEM256-PLSCR3,TMEM256-PLSCR3,0.9998976
SLC7A7,SLC7A7,0.9999655
CYTIP,CYTIP,0.9998973
RASSF2,RASSF2,1.0
RP4-736L20.3,RP4-736L20.3,0.99990207
BTG3,BTG3,0.99997926
DEPDC7,DEPDC7,0.99997747
GPN3,GPN3,0.9999304
C2orf82,C2orf82,0.9999358
POLE3,POLE3,0.9999824
AP003419.16,AP003419.16,1.0
ABCA3,ABCA3,1.0
LY6E,LY6E,1.0
NCLN,NCLN,1.0
LINC00891,LINC00891,1.0
SCRT2,SCRT2,0.99999106
MICALL1,MICALL1,0.99988383
GADD45G,GADD45G,1.0
PLK4,PLK4,0.99997854
POP7,POP7,0.99998885
UCN,UCN,0.99996626
LINC01033,LINC01033,0.999906
TAF1A,TAF1A,1.0
RP11-998D10.4,RP11-998D10.4,1.0
AC005616.2,AC005616.2,0.9999325
FRA10AC1,FRA10AC1,1.0
KCNH7,KCNH7,1.0
CXorf23,CXorf23,0.99994254
ATAD3C,ATAD3C,0.9999959
ALDH1A1,ALDH1A1,1.0
DYNC1I2,DYNC1I2,0.9999835
RPA3,RPA3,0.9999743
RNLS,RNLS,1.0
RP11-585P4.5,RP11-585P4.5,1.0
GAR1,GAR1,1.0
AC023590.1,AC023590.1,0.999778
TBX3,TBX3,0.9998892
SUCLG1,SUCLG1,1.0
LINC01502,LINC01502,0.99999154
KREMEN1,KREMEN1,0.99999434
EMILIN2,EMILIN2,1.0
ECSIT,ECSIT,1.0
AP001171.1,AP001171.1,0.99995244
PLCB4,PLCB4,1.0
NCL,YBX1,0.3117692
YBX1,YBX1,1.0
CCDC109B,CCDC109B,0.9999783
IL3RA,STC1,0.31659985
PRSS22,STC1,0.38889375
MUC12,STC1,0.4477139
KISS1,STC1,0.4807426
XIRP1,STC1,0.48784348
LIFR,STC1,0.49988618
RP11-1152H15.1,STC1,0.5890681
ITK,STC1,0.7861784
STC1,STC1,1.0
RP11-108K14.12,RP11-108K14.12,1.0
RP11-863P13.3,RP11-863P13.3,1.0
SOD3,TIMP4,0.415212
TIMP4,TIMP4,0.99975425
ENG,ENG,0.999955
HHIP-AS1,INPP4B,0.3225307
CPE,INPP4B,0.4437921
LIFR,INPP4B,0.5213764
INPP4B,INPP4B,1.0
SPC25,SPC25,0.9999777
NDOR1,NDOR1,0.9998773
NPTX1,NPTX1,0.9999579
RALGPS1,RALGPS1,0.999869
SGMS1,SGMS1,0.9999644
LTBP4,LTBP4,1.0
PINX1,PINX1,1.0
TMPRSS11B,TMPRSS11B,1.0
RP5-1042K10.10,RP5-1042K10.10,1.0
CCDC144NL-AS1,CCDC144NL-AS1,1.0
PSME3,PSME3,1.0
CARS,CARS,0.9998984
DCPS,DCPS,1.0
IKZF4,IKZF4,1.0
RP11-717F1.2,RP11-717F1.2,1.0
CLCA1,CLCA1,0.9998306
ZNF700,ZNF700,0.9999665
RP5-1198O20.4,RP5-1198O20.4,1.0
MID1IP1,MID1IP1,0.99999833
CBX6,CBX6,1.0
MPC2,MPC2,0.99998695
TMPPE,TMPPE,0.99987113
MREG,MREG,1.0
PSMB2,CLIC1,0.3189092
RPLP1,CLIC1,0.3250618
MT-CO2,CLIC1,0.3253493
PSMB3,CLIC1,0.32557496
ARPC3,CLIC1,0.3257475
FAU,CLIC1,0.32662627
HSP90AA1,CLIC1,0.3307628
CD63,CLIC1,0.33660147
RAN,CLIC1,0.34090757
UBE2L3,CLIC1,0.35856944
PSMA4,CLIC1,0.35908866
MT-CO3,CLIC1,0.35929173
PSMB1,CLIC1,0.37549543
UBB,CLIC1,0.4047467
PRDX1,CLIC1,0.42054066
CLIC1,CLIC1,0.99999964
ALG10B,ALG10B,1.0
CHEK1,CHEK1,0.9999231
IL2RB,IL2RB,0.9999433
RCC1,RCC1,1.0
DAZL,DAZL,1.0
APIP,APIP,1.0
HAS1,CCL4L2,0.3159313
SERPINB8,CCL4L2,0.36875972
SERPINE1,CCL4L2,0.4558486
HIVEP2,CCL4L2,0.5245706
CRLF2,CCL4L2,0.5945968
CCL2,CCL4L2,0.61967623
IL3RA,CCL4L2,0.6302224
SRPX,CCL4L2,0.791753
TNS1,CCL4L2,0.791753
PRR9,CCL4L2,0.7917532
CCL4L2,CCL4L2,0.99992895
AC074289.1,AC074289.1,0.99995506
DYX1C1,DYX1C1,1.0
PRELP,PRELP,1.0
RP11-299H22.1,RP11-299H22.1,1.0
RP1-30M3.5,RP1-30M3.5,0.9999581
FBXO27,FBXO27,1.0
TNFAIP8,TNFAIP8,1.0
CYP27C1,CYP27C1,1.0
VPS29,VPS29,0.99998057
GLRX,GLRX,1.0
CDCA3,CDCA3,1.0
MYBBP1A,MYBBP1A,1.0
SPIN2B,SPIN2B,1.0
ASGR2,ASGR2,1.0
PRDX1,FTH1,0.32460666
RANBP1,FTH1,0.33362082
HSP90AB1,FTH1,0.33444047
FTL,FTH1,0.54147273
FTH1,FTH1,0.9999996
USP53,USP53,1.0
AC002480.4,AC002480.4,1.0
